Tornado ID,Date/Time,Latitude,Longitude,Nearest town,State,Comments,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
472,10/08/1964 7:45,-36.08,145.43,NUMURKAH,VIC,"Storm swept from East to West down main street on a 100 yard front. Short lived. 50 homes damaged, 2 demolished. 5.5 ft diameter tree uprooted. 10/08/1964 Storm swept from east to west down main street on a 100 yard front. Short lived. 50 homes damaged, 2 demolished. 5.5 feet diameter tree uprooted.",,,,,,,,,,,
473,27/09/1964 0:00,-36.77,143.83,TARNAGULLA,VIC,Vast number of trees uprooted. 2 houses severely damaged at Tarnagulla. 27/09/1964 Vast number of trees uprooted. 2 houses severely damaged at Tarnagulla.,,,,,,,,,,,
474,9/12/1964 0:00,-37.9,145,MELBOURNE,VIC,"Waterspout sighted off Brighton beach in early am. ""willy willy"" damages house roofs and fences at Brighton. Southern and eastern suburbs have heavy falls of hail early Am. Thunderstorms reported throughout the day. 09/12/1964 Waterspout sighted off Brighton beach in early am. ""willy willy"" damages house roofs and fences at Brighton. Southern and Eastern suburbs have heavy falls of hail early am. Thunderstorms reported throughout the day.",,,,,,,,,,,
475,10/09/1965 0:00,-37.9,145.23,MELBOURNE,VIC,"Much damage over narrow path caused by ""tornadic squall"". 10/09/1965 Much damage over narrow path caused by ""tornadic squall"".",,,,,,,,,,,
476,19/10/1966 0:00,-36.8,143.7,MOLIAGUL,VIC,Plane battered by large hail (East 1 diam) whilst in flight near Maryborough. windscreen cracked," plane damaged and forced to land at ballarat.Late afternoon. 19/10/1966 Plane battered by large hail (east 1"" diameter) whilst in flight near Maryborough. Windscreen cracked"," plane damaged and forced to land at Ballarat during the late afternoon.""",,,,,,,,,
477,15/09/1967 0:00,-38.15,145.13,MELBOURNE,VIC,"Waterspout crosses Coast at Frankston. leaves 10 mile trail of damage from Mt Eliza to Doveton. Roofs damaged, fences flattened, gardens stripped. Torrential rainfall following wind. 15/10/1968 Waterspout crosses coast at Frankston. Leaves 10 mile trail of damage from Mt Eliza to Doveton. Roofs damaged, fences flattened, gardens stripped. Torrential rainfall following wind.",,,,,,,,,,,
478,11/12/1969 5:00,-37.8,145,MELBOURNE,VIC,"Aircraft damaged. Unroofed houses throwing roofing through air. Uprooted trees and downed powerlines. Worst hit areas- Elwood, Armadale, Malvern 17/11/1969 Aircraft damaged. unroofed houses throwing roofing through air. Uprooted trees and downed powerlines. worst hit areas- Elwood, Armadale, Malvern",,,,,,,,,,,
479,22/03/1970 0:00,-38.2,146.5,TRARALGON STH,VIC, 22/03/1970,,,,,,,,,,,
480,8/11/1971 7:15,-37.8,147.6,BAIRNSDALE,VIC,"Roof taken off garage, 2 caravans overturned, shop windows smashed, roofing iron lifted to great heights (200' reported). Heavy rainfall reported ahead of and with the tornado. 08/11/1971 Roof taken off garage, 2 caravans overturned, shop windows smashed, roofing iron lifted to great heights (200' reported). Heavy rainfall reported ahead of and with the tornado.",,,,,,,,,,,
481,21/12/1971 6:30,-37.7,145.1,MELBOURNE,VIC,Hail and flooding accompanied storm. 28 shops and dozens of houses. damaged/unroofed in bulleen. 2 boys injured by flying metal. 21/01/1971 Hail and flooding accompanied storm. 28 shops and dozens of houses damaged/unroofed in Bulleen. 2 boys injured by flying metal.,,,,,,,,,,,
482,27/01/1973 0:00,-38.4,145.2,COWES,VIC, 27/01/1973,,,,,,,,,,,
483,24/02/1976 0:00,-38.1,144.6,ST LEONARDS,VIC,Bearing 130 24/02/1976,,,,,,,,,,,
484,2/11/1976 1:25,-38.1,142.4,MORTLAKE,VIC,"7 tonne truck hurled 100 m. Trees and buildings destroyed. 33.5mm / 25 min at jingella"" 3 km North at Snake Valley/Carngham wind damage reported to trees and sheds at 1430. 02/11/1976 7 tonne truck hurled 100 m. Trees and buildings destroyed. 33.5mm / 25 minutes at ""Jingella"""," 3 km north. At Snake Valley/Carngham  wind damage reported to trees and sheds at 1430.""",,,,,,,,,,
485,13/11/1976 6:20,-37.2,144.1,SANDON,VIC,Couple killed when car lifted rolled 100m. damage to trees and houses. Eyewitness photographs of tornado. Funnel cloud sighted at Maldon(20 km North of Sandon) at 1710. No damage reported. 13/11/1976 Couple killed when a car was lifted and rolled 100m. Damage to trees and houses. Eyewitness photographs of tornado. Funnel cloud sighted at Maldon(20 km n of Sandon) at 1710. No damage reported.,,,,,,,,,,,
486,13/11/1976 7:15,-38.2,144.4,GEELONG,VIC,"Briefly touched ground. No damage reported. Heavy rainfall in Corio, 35.8mm / 18 min. 13/11/1976 Briefly touched ground. No damage reported. Heavy rainfall in Corio, 35.8mm in 18 minutes.",,,,,,,,,,,
487,4/10/1977 5:00,-38.5,142.2,REDCLIFFS,VIC,"20000 tons dried fruit lost, est $17m. 3800 ha crops damaged and $2m property. damage in redcliffs/cardross area. 1000 ha crops damaged in Birdwoodton/Nichols point. 04/10/1977 20000 tons dried fruit lost, damage estimated at $17m. 3800 ha crops damaged and $2m property damage in Redcliffs/Cardross area. 1000 hectares of crops damaged in Birdwoodton/Nichols point.",,,,,,,,,,,
488,13/09/1978 0:00,-37.7,145.4,SEVILLE,VIC,Thunderstorms reported in ce. 13/091978 Thunderstorms reported in the Central District.,,,,,,,,,,,
489,5/11/1978 4:40,-38.4,145.8,KORUMBURRA,VIC,Photos of funnel cloud taken. Trees uprooted and old garage destroyed in vicinity. Hail and heavy rainfall for a short time. 05/11/1978 Photos of funnel cloud taken. Trees uprooted and old garage destroyed in vicinity. Hail and heavy rainfall for a short time.,,,,,,,,,,,
490,7/01/1979 0:00,-36.8,144.3,BENDIGO,VIC,Lightning ignites 11 grass fires. 07/01/1979 Lightning ignites 11 grass fires.,,,,,,,,,,,
491,16/10/1984 9:00,-37.82,144.97,MELBOURNE,VIC,"102 km/hr at ess apt.widespread reports of minor wind dame from Metro area.Tiles taken off roofs, trees down,power failures etc.Thunderstorm activity associated with cold outbreak.Numerous sightings of funnel clouds over bay.Wall cloud sighted over se su. 16/10/1984 102 km/hr gusts at Essedon Airport. Widespread reports of minor wind damage from the Metropolitan area. Tiles lifted off roofs, trees down, power failures etc. Thunderstorm activity associated with a cold outbreak. Numerous sightings of funnel clouds over bay.  Wall cloud sighted over South East Suburbs.",,,,,,,,,,,
492,14/12/1984 5:00,-38.13,144.35,GEELONG,VIC,50 caravans overturned on Bellarine Peninsula.One lifted and moved 60 m.150-200 m path torn through crops at ocean grove.Large trees blown down.damage to houses from Colac to Venus Bay in eg.intensity and eyewitness reports suggest family of tornadoes. 14/12/1984 50 caravans overturned on Bellarine Peninsula. One lifted and moved 60 m.150-200 m path torn through crops at Ocean Grove. Large trees blown down. Damage to houses from Colac to Venus Bay. Intensity and eyewitness reports suggest family of tornadoes.,,,,,,,,,,,
493,22/08/1985 5:30,-36.4,146.7,BEECHWORTH,VIC,"2 tornado paths identified. 1 about 20 km,other up to 50 km.1000's trees uprooted or snapped, buildings damaged. No serious injuries. Large hailstones and driving rain reported but not qualified. 22/08/1985 2 tornado paths identified. 1 about 20 km, other up to 50 km.1000's trees uprooted or snapped, buildings damaged. Large hailstones and driving rain reported but not qualified.",,,,,,,,,,,
494,9/03/1989 14:01,-35.98,143.46,MOSQUITO CREEK,VIC,"Buildings unroofed, walls of barns and sheds destroyed. Branches and tops taken out of trees, some broken off at ground level. Roofing iron carried 500 metres. Described as a mini tornado by local residents. 09/03/1989 Buildings unroofed, walls of barns and sheds destroyed. Branches and tops taken out of trees, some broken off at ground level. Roofing iron carried 500 metres. Described as a mini tornado by local residents.",,,,,,,,,,,
495,1/07/1989 11:00,-37.58,141.4,CASTERTON,VIC,"Several woolsheds and haysheds destroyed, farmhouse unroofed. 7 ton truck lifted and displaced 30 m. many trees uprooted or snapped 2 - 3 m from base. Many km fencing destroyed. 01/07/1989 Several woolsheds and haysheds destroyed, farmhouse unroofed. 7 ton truck lifted and displaced 30 m. Many trees uprooted or snapped 2 - 3 m from base. Many kilometers of fencing destroyed.",,,,,,,,,,,
496,22/12/1990 8:40,-37.82,144.97,MELBOURNE,VIC,Buildings severely damaged in footscray and Balwyn by strong localised winds.Suspect tornado.Many trees down in balwyn area.Hail falls over 150 km square area from outer western to outer eastern suburbs.Severe thunderstorm warning issued. 22/12/1990 Buildings severely damaged in Footscray and Balwyn by strong localised winds. Suspect tornado. Many trees down in Balwyn Area. Hail falls over 150 km square area from outer western to outer eastern suburbs.,,,,,,,,,,,
497,6/08/1991 11:30,-36.55,146.72,MYRTLFORD,VIC,"Widespread damge to trees,house unroofed in Buffalo Creek.Narrow discontinuous damage path (nw-se) in forests suggest tornado. Many large pines snapped off above ground,others uprooted toward e and Southest. similar damage to trees reported near yackandandah. 06/08/1991 Widespread damge to trees, house unroofed at Buffalo Creek.Narrow discontinuous damage path (North-West and South-East) in forests suggest tornado. Many large pines snapped off above ground, others uprooted toward the East and South-East. Similar damage to trees reported near Yackandandah.",,,,,,,,,,,
498,25/11/1991 5:40,-35.23,140.98,PANITYA,VIC,"2 large grain silos stove in,2 houses unroofed.Machinery,poultry sheds unroofed/damaged-debris scattered 100's metres.Fencing,windmills damaged.Utility moved 40 m, trailer moved 700 m. Hail destroys wide area of crops.Damage over area 10km wide/35km long. 25/11/1991 2 large grain silos damaged. 2 houses unroofed.  Machinery, poultry sheds unroofed/damaged-debris scattered 100's metres. Fencing, windmills damaged. Utility moved 40 m, trailer moved 700 m. Hail destroys wide area of crops. Damage over area 10km wide/35km long",,,,,,,,,,,
499,25/11/1991 8:15,-35.98,142.92,BIRCHIP,VIC,"Birchip-2 roofs lost,14 damaged.trees snapped/uprooted.Narrow damage path (approx 100 m) through mallee scrub.Hail (not unusally large) and very heavy rain reported. Warracknabeel-1 house unroofed and badly damaged.Many trees down.  25/11/1991 Birchip -2 roofs lost,14 houses damaged.Trees snapped/uprooted. Narrow damage path (approx 100 m) through Mallee scrub. Hail (not unusally large) and very heavy rain reported. Warracknabeel-1 house unroofed and badly damaged. Many trees down.",,,,,,,,,,,
500,20/12/1992 0:00,-36.45,142.03,DIMBOOLA,VIC,Picture taken dy an amateur photographer. 20/12/1992 Storm produced severe wind and heavy rain.,,,,,,,,,,,
501,1/02/1993 0:00,-36.5,144.6,ELMORE,VIC,Strong winds 200-300m wide centres out of trees.Damage to buildings.Antennas down. 22mm rain in a short time.Tracked from North to South. 1/2/1993 Strong winds caused a damage width of 200-300m. Centres out of trees. Damage to buildings. Antennas down. 22mm rain in a short time. Tracked from north to south.,,,,,,,,,,,
502,3/02/1993 6:00,-37.95,145.55,MELBOURNE,VIC,"Narrow path branches twisted off trees and trees uprooted some damage to buildings. witnessess indicated swirling action of winds. storm only lasted a short time. 3/2/1993 Narrow storm path, branches twisted off trees and trees uprooted. Some damage to buildings. Witnessess indicated swirling action of winds. Storm only lasted a short time.",,,,,,,,,,,
503,19/02/1993 8:00,-39.02,146.35,WILSONS PROMONTORY,VIC,Wind gusts to 51 kts. Tornado sighted to the Southwest at 6 to 10km. Rainfall 13.8mm in 20 minutes. 19/2/1993 Wind gusts to 51 knots. Tornado sighted to the South-West at 6 to 10 kilometres. Rainfall 13.8mm in 20 minutes.,,,,,,,,,,,
504,6/04/1994 7:00,-38.17,145.93,WARRAGUL,VIC,100 houses damaged. 6/4/1994 100 houses damaged by severe wind. Damage and meteorological assessment suggest a tornado.,,,,,,,,,,,
505,10/04/1994 23:00,-37.82,144.97,MELBOURNE,VIC,Water spout observed in Port Philip Bay. 11/4/1995 Water spout observed in Port Philip Bay.,,,,,,,,,,,
506,10/05/1994 1:35,-37.87,144.75,MELBOURNE,VIC,2 funnel clouds ssw of laverton. Estimated over land area not sea. 10/5/1994 2 funnel clouds South-Southwest of Laverton. Estimated over land area not sea.,,,,,,,,,,,
507,7/10/1994 7:30,-37.87,142.28,PENSHURST,VIC,Spotter reported that damage pattern suggest a tornado. 7/10/1994 Spotter reported that damage pattern suggest a tornado.,,,,,,,,,,,
508,29/11/1994 3:32,-38.4,146.17,MIRBOO NORTH,VIC,"Branches twisted off trees, narrow damage path. 29/11/1994 At Mirboo North, a storm produced severe wind and branches were twisted off trees. There was a narrow damage path.",,,,,,,,,,,
509,13/07/1995 7:00,-37.2,143.17,EVERSLEY,VIC,Possible tornado sighting. 13/6/1995 Possible tornado sighting at Eversley.,,,,,,,,,,,
510,27/01/1997 3:15,-37.2,142.5,Halls Gap,VIC,No damaged was reported however video evidence confirmed the tornado. 27/1/1997 Golf ball size hail reported at Halls Gap. A tornado was sighted near Lake Fyans.,,,,,,,,,,,
511,27/01/1997 6:40,-36.96,147.7,BENAMBRA,VIC,A tornado was sighted at Benambra. 27/1/1997 A tornado was sighted at Benambra.,,,,,,,,,,,
512,1/03/1997 20:00,-35.92,145.65,Cobram,VIC,"3.5cm hail, trees uprooted, 75mm rain reported. Similar conditions reported at Elmore and Cobram. 1/3/1997 At Cobram and Elmore, 3.5cm hail occurred, trees uprooted, and 75mm of rain was reported.",,,,,,,,,,,
513,24/08/1997 4:30,-37.69,148.46,Orbost,VIC,Tornado/water spout observed at point Ricardo near orbost. 24/8/1997 A tornado/water spout was observed at Point Ricardo near Orbost.,,,,,,,,,,,
514,4/09/1997 5:45,-37.82,144.97,Melbourne,VIC,Funnel cloud and possible tornado observed 70 - 80 km form Melbourne. university. 4/9/1997 A funnel cloud and possible tornado was observed 70 - 80 kilometres form the Melbourne University.,,,,,,,,,,,
515,7/09/1997 7:00,-36.44,145.23,Tatura,VIC,"A small tornado was reported at Tatura in the Northern rivers. Mature gum trees were. snapped off, damage occurred to farm buildings and a calf was picked up and thrown over a fence. some stock was also killed. 7/9/1997 A small tornado was reported at Tatura in the Northern Country. Mature gum trees were snapped off. Damage occurred to farm buildings and a calf was picked up and thrown over a fence.",,,,,,,,,,,
516,15/02/1998 22:30,-37.82,144.97,Melbourne,VIC,A water spout caused roof damage to the light rail station at St Kilda. 16/2/1998 A water spout caused roof damage to the light rail station at St Kilda.,,,,,,,,,,,
517,8/05/1998 1:45,-38.61,145.6,Wonthaggi,VIC,A water spout occurred at Wonthaggi on Friday 8th May and caused damage to approximately 25 homes. trees and power lines were also brought down. 8/5/1998  A water spout occurred at Wonthaggi and caused damage to approximately 25 homes. Trees and power lines were also brought down.,,,,,,,,,,,
518,27/01/1999 0:00,-35.35,143.58,SWAN HILL,VIC,"A sereve storm produced a tornado at Swan Hill. Damage occurred to trees, crops and buildings. Properties suffered thousands of dollars damage. A group of caravans was flipped at one property. 27/1/1999. A sereve storm produced a tornado at Swan Hill. Damage occurred to trees, crops and buildings. Properties suffered thousands of dollars damage. A group of caravans was flipped at one property.",,,,,,,,,,,
519,28/02/1999 7:00,-37.82,144.97,MELBOURNE,VIC,Funnel cloud observed in the Mt Dandenong area. 28/02/1999. Thunderstorms with heavy rain and hail were reported in the Metropolitan area.,,,,,,,,,,,
520,2/03/1999 1:30,-38.09,144.34,GEELONG,VIC,"A funnel cloud was observed. Rotating cloud was also observed at Leopold. 02/03/1999. Severe thunderstorms occurred at Geelong. They produced hail to 2cm, damaging wind, and heavy rainfall - 53mm in less than 1 hour was recorded at Corio. Another report at Corio indicated 60mm in 45 minutes. A funnel cloud was observed at Anakie.",,,,,,,,,,,
521,9/01/2000 4:00,-38.09,144.34,Geelong,VIC,"09/01/2000. Between Geelong and Anglsea, a probable very weak tornado was observed. 09/01/2000. Between Geelong and Anglsea, a probable very weak tornado was observed.",,,,,,,,,,,
522,21/06/2000 7:05,-37.4,145,Wallan,VIC,21/06/2000. At Wallan in the Central district a tornado sighting was reported. There was a narrow damage path. 21/06/2000. At Wallan in the Central district a tornado sighting was reported. There was a narrow damage path.,,,,,,,,,,,
523,22/06/2000 7:00,-36.36,144.7,Rochester,VIC,A tornado occurred at Rochester casing damage to buildings and trees. 22/06/2000. A tornado occurred at Rochester casing damage to buildings and trees.,,,,,,,,,,,
524,22/06/2000 7:15,-36.34,145.07,KYABRAM,VIC,A tornado occurred at Kyabram causing damage to buildings and trees. A family was lucky to escape serious injury when the tornado passed over their house. 22/06/2000. A tornado occurred at Kyabram causing damage to buildings and trees. A family was lucky to escape serious injury when the tornado passed over their house.,,,,,,,,,,,
525,8/08/2000 7:40,-37.58,144.71,MELBOURNE,VIC,08/08/2000. A tornado at Sunbury caused damage to the sports stadium and houses. 08/08/2000. A tornado at Sunbury caused damage to the sports stadium and houses.,,,,,,,,,,,
526,8/08/2000 8:30,-37.73,144.88,MELBOURNE,VIC,08/08/2000. A tornado occurred at Airport West and some damage to houses was reported. 08/08/2000. A tornado occurred at Airport West and some damage to houses was reported.,,,,,,,,,,,
527,9/09/2000 7:40,-36.45,146.43,Milawa,VIC,"A tornado occurred at Milawa (Northeast). About 12 houses were damaged, a honey processing shed destroyed. a roof blown off a church and about 100 trees downed. 09/09/2000.  A tornado occurred at Milawa (Northeast). About 12 houses were damaged, a honey processing shed destroyed. a roof blown off a church and about 100 trees downed.",,,,,,,,,,,
528,4/10/2001 8:20,-38.09,144.34,GEELONG,VIC,A tornado was observed about 20km east of Geelong. Little damage was reported. 4/10/2001. A tornado was observed about 20km east of Geelong. Little damage was reported.,,,,,,,,,,,
529,11/11/2001 22:30,-37.82,144.97,MELBOURNE,VIC,A tornado was observed near Port Melbourne. Tree damage was reported and 2 cars were damaged by a light pole. 12/11/2001. A tornado was observed near Port Melbourne. Tree damage was reported and 2 cars were damaged by a light pole.,,,,,,,,,,,
530,12/11/2001 16:00,-37.82,144.97,MELBOURNE,VIC,A tornado was observed at Aspendale. Damage occurred to over 20 buildings. 13/11/2001. A tornado was observed at Aspendale. Damage occurred to over 20 buildings.,,,,,,,,,,,
531,2/12/2001 6:00,-38.09,144.34,GEELONG,VIC,02/12/2001. A funnel cloud or water spout was observed over Corio Bay near Geelong. 02/12/2001. A funnel cloud or water spout was observed over Corio Bay near Geelong.,,,,,,,,,,,
532,2/12/2001 6:45,-35.33,141,Carina,VIC,"At Carina in the Mallee, a storm produced sparse hail to 2cm, damaging wind and a possible tornado. Damage occurred to crops and trees 02/12/2001. At Carina in the Mallee, a storm produced sparse hail to 2cm, damaging wind and a possible tornado. Damage occurred to crops and trees.",,,,,,,,,,,
533,7/02/2002 5:00,-37.52,143.78,BALLARAT,VIC,At Ballarat a thunderstorm produced damaging winds and a possible tornado. Very heavy rainfall was recorded with 55mm occurring in 1 hour. 7/02/2002. At Ballarat a thunderstorm produced damaging winds and a possible tornado. Very heavy rainfall was recorded with 55mm occurring in 1 hour.,,,,,,,,,,,
534,15/02/2002 6:15,-38.09,144.34,GEELONG,VIC,A possible tornado was observed at Whittington near Geelong. 15/02/2002. A possible tornado was observed at Whittington near Geelong.,,,,,,,,,,,
535,25/02/2002 7:00,-37.82,144.97,MELBOURNE,VIC,A water spout sighting over Port Phillip Bay was broadcast over radio. 25/02/2002. A water spout sighting over Port Phillip Bay was broadcast over radio.,,,,,,,,,,,
536,25/02/2002 8:00,-36.36,144.7,ROCHESTER,VIC,At Rochester a possible tornado caused extensive wind damge to farm buildings. Pieces os steel were carried some distances. A cow was killed by a large branch. 25/02/2002. At Rochester a possible tornado caused extensive wind damge to farm buildings. Pieces os steel were carried some distances. A cow was killed by a large branch.,,,,,,,,,,,
537,12/08/2002 6:00,-38.5,145.1,COWES,VIC,A water spout moved over the land and damaged the viewing complex at Seal Rocks. 12/08/2002. A water spout moved over the land and damaged the viewing complex at Seal Rocks.,,,,,,,,,,,
538,26/11/2002 5:00,-36.61,147.79,MYRTLEFORD,VIC,"At Myrtleford in the Northeast, a storm produced damaging winds. It was reported that damage was consistent with that of a tornado.Buildings were damaged and a person was injured due to a partly buit house collapsing. 26/11/2002. At Myrtleford in the Northeast, a storm produced damaging winds. It was reported that damage was consistent with that of a tornado.Buildings were damaged and a person was injured due to a partly buit house collapsing.",,,,,,,,,,,
539,13/04/2003 8:00,-38.1,145.8,DROUIN,VIC,A possible small tornado near Drouin felled trees and power lines.  The damage path width was less than 1km. 13/04/2003. A possible small tornado near Drouin felled trees and power lines.  The damage path width was less than 1km. Heavy rain occurred at nearby Warragul.,,,,,,,,,,,
540,18/05/2003 7:30,-36.72,144.25,Bendigo,VIC,"Several eyewitness reports of tornado. Bureau investigation confirms likely tonado. 18/05/2003 Bendigo. F2 tornado causing major structural damage to 7 houses with 44 other houses suffering some damage, all in the California Gully region. Damage path approx 500m wide and 7km long, starting at northern part of Maiden Gully, through Eaglehawk and into California Gully",,,,,,,,,,,
541,8/10/2003 1:00,-37.82,144.97,Melbourne,VIC,Funnel cloud observed out of a hail storm cell. Funnel did not reach the ground. 08/10/2003 Melbourne. Funnel clouds seen out of hail storm cells. Photos have been provided.,,,,,,,,,,,
542,21/12/2003 6:20,-37.07,142.79,stawell,VIC,"The narrow path of damage in the Ironbark forest and the Stawell Golf Club suggests that it was due to a possible tornado, however there were no reported sightings of a tornado. 21/12/2003 - At Stawell 41mm of rain was recorded in 20min and flash flooding was reported. Flood waters were 1ft deep across roads and paddocks. Wind speeds were estimated at around 80 to 90km/h. A narrow path of damage through the nearby Ironbark forest suggests a possible tornado, though no tornado was seen.",,,,,,,,,,,
543,21/12/2003 7:00,-38.1,144,inverleigh,VIC,"Just south of Inverleigh, 20km west of Geelong, there was severe wind damage to farm buildings and trees. A narrom damage path 30m wide and 1km long suggests a possible tornado. Damage includes steel girders 150mm thick being bent, concrete blocks 1m by 450cm blown up to 10m away and a trailer ripped from a tractor and deposited 10m away. 21/12/2003 - Just south of Inverleigh, 20km west of Geelong, there was severe wind damage to farm buildings and trees. A narrom damage path 30m wide and 1km long suggests a possible tornado. Damage includes steel girders 150mm thick being bent, concrete blocks 1m by 450cm blown up to 10m away and a trailer ripped from a tractor and deposited 10m away.",,,,,,,,,,,
544,18/05/2004 3:30,-37.82,144.97,Melbourne,VIC,"A severe thunderstorm moved over Altona during the early afternoon. Damage in Stirling Ave included tiles blown off roofs, tree branches (up to 25cm diameter) broken and powerlines cut. The narrow path of damage suggests that it was caused by a tornado. 18/05/2004 - A severe thunderstorm moved over Altona during the early 
afternoon. Damage in Stirling Ave included tiles blown off roofs, tree branches (up to 25cm diameter) broken and powerlines cut. The narrow path of damage suggests that it was caused by a tornado.",,,,,,,,,,,
545,18/05/2004 3:55,-37.82,144.97,Melbourne,VIC,A waterspout was seen over Port Phillip Bay near Mentone Beach. Another waterspout was seen over the Bay near Dromana. Both sightings were around 2pm. 18/05/2004 - A waterspout was seen over Port Phillip Bay near Mentone Beach. Another waterspout was seen over the Bay near Dromana. Both sightings were around 2pm.,,,,,,,,,,,
546,9/06/2004 10:50,-37.82,144.97,Melbourne,VIC,"In Noble Park/ Mulgrave tree damage, tiles off roofs, signs blown down and pergolas lifted next door late in the evening. From a damage assessment it is likely that a F1 tornado with winds of 115 to 150km/h occurred. The damage path was 3.2km long and from 50 to 200 metres wide. 09/06/2004 - In Noble Park/ Mulgrave tree damage, tiles off roofs, signs blown down and pergolas lifted next door late in the evening. From a damage assessment it is likely that a F1 tornado with winds of 115 to 150km/h occurred. The damage path was 3.2km long and from 50 to 200 metres wide.",,,,,,,,,,,
547,14/06/2004 2:30,-37,144.3,Sutton Grange,VIC,"Damage from a possible tornado occurred 5km east of Sutton Grange. Trees and buildings were damaged in a 50-200m wide, 1km long path. 14/06/2004 - Damage from a possible tornado occurred 5km east of Sutton Grange. Trees and buildings were damaged in a 50-200m wide, 1km long path.",,,,,,,,,,,
548,10/04/2005 4:00,-38.61,145.7,inverloch,VIC,Waterspout extending from thunderstorm over water. 10/4/05-Inverloch: Possible waterspout over water from thunderstorm.,,,,,,,,,,,
549,3/08/2005 10:00,-38.04,145.08,Melbourne,VIC," 03/08/2005 Harbour Drive, Patterson Lakes. F0 tornado - narrow damage path less than 1km long with tiles/airconditioning units removed from roofs, windows blown in, skylight popped.",,,,,,,,,,,
550,25/12/2006 22:30,-38.105,145.1319,SEAFORD,VIC," 25/12/07 0930 local: Seaford to Frankstone- Local wind damage in uniform line, suspected F1 tornado.",,,,,,,,,,,
551,26/02/2007 7:00,-37.4076,142.4126,MIRRANATWA,VIC," 26/02/07 1800 local Victoria Valley airstrip Mirranatwa: Large hail 2cm in diameter,  damaging winds that maybe suspected tornado. Spotter reported narrow damage path 1000m in width and 3 km in length",,,,,,,,,,,
552,14/05/2007 5:00,-38.021,144.4096,LARA,VIC,Camera and video footage of tornado showing tornado attached to convective cell. Tornado developed on convergence line associated with intense convective cell. No meso-cyclone was evident on radar - likely to be boundary layer instigated. 14 May 2007 15:00 local LARA: Tornado,,,,,,,,,,,
553,3/12/2007 0:00,-38.3705,145.7054,LOCH,VIC," 3/12/07: Flash flooding from severe thunderstorms occurred in Boronia, Diamond Creek, Montrose, Leongatha, Eltham from same cell complex. Tree damage near Loch consistent with that from a tornado.",,,,,,,,,,,
554,20/12/2007 2:20,-37.5447,143.3196,STOCKYARD HILL,VIC,Detail unknown 20/12/07 Stockyard Hill tornado sighting detail sketchy.,,,,,,,,,,,
555,20/12/2007 4:00,-37.6853,143.3625,SKIPTON,VIC,Video footage fom Clyve Herbet although path length etc unknown 20/12/07 Skipton Confirmed tornado sightings.,,,,,,,,,,,
556,21/12/2007 1:00,-36.4915,144.6144,ELMORE,VIC,"Broad colum block of wind with low balck cloud associated, inless than 100m strip. Stripped tress and fences, picked up hay bales and ripped door off machinery shed. 20 tiles off roof of a house. 21/12/07: Elmore - possible tornado sighting, broad column of wind from low dark cloud",,,,,,,,,,,
557,22/11/1968 10:20,-28.3394,152.2944,Killarney,QLD,13 people suffered injury as a result of the tornado. 22-11-1968.,,,,,,,,,,,
558,29/10/1970 4:40,-28.8506,151.4672,Texas,QLD,"Possible tornado near Texas around 2:40pm AEST. Some damage reported, though no specific details noted. 29-10-1970.",,,,,,,,,,,
559,14/08/1971 11:30,-26.26,152.8683,Kin Kin,QLD,"Possible tornado near Kin Kin around 9:30pm AEST. Reports of 25 buildings damaged, though no images or specifics around the damage available. 3 deaths were attributed to the event. Hail to about 4cm in size was also reported. 14-08-1971.",,,,,,,,,,,
560,7/11/1971 4:45,-27.5833,152.2,Grantham,QLD,No additional notes or images around the event. 07-11-1971.,,,,,,,,,,,
561,28/11/1971 18:00,-26.3833,153.1,Noosa Heads,QLD,No additional notes or images around the event. 28-11-1971.,,,,,,,,,,,
562,9/11/1972 14:15,-24.9342,152.2042,Bundaberg,QLD,No additional notes or images around the event. 09-11-1972.,,,,,,,,,,,
563,4/11/1973 8:30,-27.4983,153.0317,Brisbane,QLD,"Tornado observed between Brookfield and Eight Miles Plains. Reports of 500 houses unroofed, 1390 houses damaged and 500 declared structually unsafe. Media images showed a home blown off its foundations, roofs and walls torn off numerous homes. 04-11-1973.",,,,,,,,,,,
564,4/12/1976 6:15,-27.3817,151.9233,Toowoomba,QLD,"Possible tornado near Toowoomba around 4:15pm AEST. Eight buildings were damaged during the event, though no images or specific details on the damage available. 04-12-1976.",,,,,,,,,,,
565,7/12/1976 7:45,-20.777,145.016,Torrens Creek,QLD,"Possible tornado at Torrens Creek around 5:45pm AEST. Seven buildings were damaged during the event, though no images or specific details on the damage available. 07-12-1976.",,,,,,,,,,,
566,21/02/1977 5:00,-27.243,153.102,Margate,QLD,"Possible tornado at Margate around 3pm AEST. Reports of at least 70 buildings damaged during the event, though no images or specific details on the damage available. 21.02-1977.",,,,,,,,,,,
567,1/12/1978 8:00,-25.6283,151.61,Gayndah,QLD,"Possible tornado at Gayndah around 6pm AEST. Reports of ten buildings damaged (three demolished), though no images or specific details on the damage available. A heavy metal cattle feeder found more than a kilometre away on a neighbouring property. 01-12-1978.",,,,,,,,,,,
568,20/12/1978 23:23,-28.008,153.387,Benowa,QLD,Possible tornado at Benowa around 9:30am AEST. Reports of stables unroofed. 14-12-1978.,,,,,,,,,,,
